231,Kathryn Patton,Phoenix
232,Essie Wells,NewJersey
233,Amanda Lloyd,Dallas
234,Tommie Webb,Philadelphia
235,Consuelo Pearson,Houston
236,Cathryn Schroeder,Austin
237,Fabian Guerra,Houston
238,Duane Mueller,Philadelphia
239,Rochelle Molina,Seattle
240,Willa Casey,SanJose
241,Socorro Valencia,Boston
242,Cliff Potts,Boston
243,Estelle Roth,LosAngeles
244,Meredith Green,NewYork
245,Lesley Bright,Chicago
246,Frederic Doyle,LosAngeles
247,Aaron Lawrence,Phoenix
248,Sophie Bruce,LosAngeles
249,Viola Parker,NewJersey
250,Angelique Allison,Phoenix
251,Luisa Lee,Houston
252,Curtis Romero,SanJose
253,Darryl Michael,Boston
254,Roy Cochran,Phoenix
255,Nora Lyons,NewYork
256,Pat Coffey,SanAntonio
257,Bettye Fry,Austin
258,Aimee Carney,SanJose
259,Julianne Stewart,Seattle
260,Caleb Colon,LosAngeles
261,Jessie Parrish,Dallas
262,Antoine Petty,Austin
263,Cassie Bruce,Seattle
264,Susanna Anderson,Seattle
265,Tommy Hickman,SanDiego
266,Carlton Patel,Seattle
267,Margarita Clayton,Austin
268,Deloris Munoz,SanJose
269,Royal Mclaughlin,SanJose
270,Rowena Richmond,NewYork
271,Elisabeth Alston,SanAntonio
272,Alyce Burt,SanAntonio
273,Devin Leach,SanJose
274,Lelia Cameron,Austin
275,Ada Parker,Dallas
276,Augustine Miller,SanAntonio
277,Mario Underwood,LosAngeles
278,Anderson Vaughn,SanJose
279,Petra Morrison,Phoenix
280,Dee Battle,SanDiego
281,Gavin Figueroa,LosAngeles
282,Hans Whitehead,Boston
283,Nick Moran,NewYork
284,Clint Dorsey,LosAngeles
285,Lou Armstrong,Dallas
286,Tommy Martin,SanAntonio
287,Kent Henson,Austin
288,Chase Burnett,Chicago
289,Darla Graves,Philadelphia
290,Bridgett Fletcher,Chicago
291,Jerri Ellison,Chicago
292,Tony Lester,Philadelphia
293,Jordan Finch,Austin
294,Eliza Fitzpatrick,SanJose
295,Carla Hyde,SanDiego
296,Pansy York,NewYork
297,Carl Dorsey,Phoenix
298,Maribel Russo,Phoenix
299,Nigel Carver,Chicago
300,Sheryl Carney,Seattle
301,Blanche Cooley,SanJose
302,Lolita Medina,Chicago
303,Michael Mercado,SanAntonio
304,Adeline Peters,Austin
305,Petra Ferrell,NewJersey
306,Johnny Leach,LosAngeles
307,Clinton Waller,Phoenix
308,Sydney Heath,NewJersey
309,Colin Mckinney,Dallas
310,Adela Serrano,Phoenix
311,Ahmed Waller,NewJersey
312,German Sykes,SanJose
313,Derek Lynn,Austin
314,Curt Ramos,SanAntonio
315,Dee Mckee,Seattle
316,Gerry Underwood,NewJersey
317,Earline Douglas,Chicago
318,Garland Green,NewJersey
319,Clarissa Chavez,Phoenix
320,Amelia Dean,Houston
321,Nathan Cochran,Seattle
322,Frieda Riley,Austin
323,Lamont Avila,Dallas
324,Connie Ford,SanDiego
325,Ann Delgado,Philadelphia
326,Tim Sweet,Seattle
327,Ofelia Henderson,NewJersey
328,Carlo Figueroa,Chicago
329,Santos Cervantes,SanAntonio
330,Janell Hernandez,Philadelphia
331,Melisa Cardenas,NewYork
332,Morgan Hunter,Austin
333,Zachariah Gross,Phoenix
334,Dusty Joyner,LosAngeles
335,Eve Burns,Seattle
336,Gabriela Henderson,Houston
337,Chang Frye,Austin
338,Jeffry Jacobs,Chicago
339,Alyce Chambers,SanJose
340,Fabian Stewart,Philadelphia
341,Latasha Dickerson,SanDiego
342,Dana Bryan,Phoenix
343,Jami Glass,Phoenix
344,Eloy Cantrell,LosAngeles
345,Graciela Clements,SanDiego
346,Carson Herring,Boston
347,Stevie Harding,SanDiego
348,Deana Montgomery,Houston
349,Kristen Bass,Dallas
350,Fernando Baxter,Houston
351,Karl Robinson,Boston
352,Domingo Baxter,Austin
353,Constance Walker,Dallas
354,Jerold Melendez,NewJersey
355,Wendell Bright,Boston
356,Janna Rojas,Dallas
357,Roland Olson,NewYork
358,Winnie Vance,NewJersey
359,Wallace Koch,NewJersey
360,Kendrick Monroe,Seattle
361,Clinton Chambers,LosAngeles
362,Julia Becker,LosAngeles
363,Helena Delaney,NewYork
364,Mac Bennett,SanDiego
365,Ethel Allen,Seattle
366,Josefa Hawkins,SanAntonio
367,Angeline Barton,Boston
368,Dana Cruz,Dallas
369,Lee Oconnor,NewJersey
370,Deana Cline,Seattle
371,Roxanne Quinn,Chicago
372,Angel Stevens,Philadelphia
373,Leon Pickett,SanDiego
374,Cristina Newman,Houston
375,Dixie May,NewYork
376,Sherrie Alston,SanAntonio
377,Amie Rush,SanAntonio
378,Frieda Sexton,Austin
379,Kimberley Cummings,Seattle
380,Beryl Guerra,Seattle
381,Tyree Compton,SanDiego
382,Oliver Mays,Austin
383,Eleanor Conway,SanDiego
384,Janna Norton,SanDiego
385,Luis Blanchard,SanAntonio
386,Elias Lindsay,Dallas
387,Ivory Ortiz,NewJersey
388,Ignacio Rosa,LosAngeles
389,Emerson Everett,Phoenix
390,Nolan Ayala,SanJose
391,Wilfred Fowler,LosAngeles
392,Tyson Williams,Seattle
393,Chuck Baxter,SanJose
394,Pearlie Sharp,SanJose
395,Karl Copeland,Chicago
396,Lynne Murphy,Seattle
397,Barry Tyler,Phoenix
398,Martina Dorsey,Philadelphia
399,Faustino Berger,Phoenix
400,Dawn Trujillo,SanDiego
401,Dario Hall,Houston
402,Keven Rose,Dallas
403,Deidre Hansen,Seattle
404,Dewayne Collins,NewYork
405,Erin Donaldson,Boston
406,Valeria Alvarado,LosAngeles
407,Leroy Gould,SanDiego
408,Christian Franks,Seattle
409,Ralph Hoover,Houston
410,Gustavo Whitfield,NewJersey
411,Josue Tucker,Philadelphia
412,Terence Hood,Houston
413,Peggy Salinas,NewJersey
414,Lakisha Garza,Chicago
415,Jeannine Whitaker,Boston
416,Nicolas Burns,Dallas
417,Wilbur Lawrence,Chicago
418,Wendy Fisher,SanAntonio
419,Desiree Meyers,NewYork
420,Jill England,LosAngeles
421,Magdalena Dudley,NewYork
422,Florine Bean,Philadelphia
423,Brittney Rice,Phoenix
424,Otis Solis,Boston
425,Bridget Boyle,Dallas
426,Lydia Gonzales,SanDiego
427,Cathleen Warner,SanAntonio
428,Devon Abbott,NewYork
429,Brigitte Garza,Houston
430,Trinidad Morse,SanAntonio
431,Helga Sosa,Chicago
432,Lavern Yang,SanAntonio
433,Daisy Stanley,NewYork
434,Stacy Frank,Chicago
435,Jorge Pope,Houston
436,Trevor Moody,Houston
437,Maxine Watts,NewJersey
438,Carl Harrell,NewYork
439,Barry Ortega,Phoenix
440,Tiffany Hurst,LosAngeles
441,Lilia Donovan,NewJersey
442,Lindsey Wall,Chicago
443,Cruz Acevedo,NewYork
444,Christi Powell,Boston
445,Ian Callahan,SanDiego
446,Lindsey Stokes,LosAngeles
447,Briana French,SanDiego
448,Joyce Barnes,Philadelphia
449,Elise Fisher,LosAngeles
450,Elizabeth Gutierrez,Houston
451,Jesus David,SanDiego
452,Enid Santos,NewJersey
453,Stacey Mcleod,Phoenix
454,Tia Ross,SanJose
455,Luis Fulton,Houston
456,Terri Kent,Philadelphia
457,Leslie Mathews,Philadelphia
458,Clifford Brooks,NewJersey
459,Frederick Fuller,SanAntonio
460,Tammy Monroe,Boston
461,Linda Ewing,Phoenix
462,Alissa Mcfadden,Dallas
463,Ahmad Snider,SanJose
464,Lewis Price,NewJersey
465,Benny Leblanc,Boston
466,Roberto Dominguez,Boston
467,Rodolfo Murphy,Seattle
468,Antone Rodriquez,SanAntonio
469,Jerry Ballard,SanDiego
470,Charles Bird,Chicago
471,Hillary Gould,Seattle
472,Genaro Mason,SanDiego
473,Mac Mack,SanDiego
474,Matilda Hernandez,NewJersey
475,Jeanine Coffey,Austin
476,Alexis Vasquez,Seattle
477,Mitzi Kirby,SanDiego
478,Sofia Kelly,Phoenix
479,Augustus Shelton,LosAngeles
480,Robyn Bowers,Philadelphia
481,Bertha Castaneda,Austin
482,James Dyer,Chicago
483,Jill Knox,Philadelphia
484,Miles Warner,Dallas
485,Lindsey Jarvis,Seattle
486,Sydney Hickman,Seattle
487,Winston Sullivan,SanAntonio
488,Nora Sutton,SanAntonio
489,Earnestine William,Seattle
490,Lela Castro,Boston
491,Floyd Richardson,NewJersey
492,Ernesto Mosley,Philadelphia
493,Danial Murray,Chicago
494,Jermaine Farley,Chicago
495,Leta Wolfe,LosAngeles
496,Millard Joseph,NewYork
497,Autumn Steele,LosAngeles
498,Jeannine Burke,Seattle
499,Federico Merritt,Houston
500,Sue Glenn,Houston
501,Leonard Davenport,Seattle
502,Alta Howell,Dallas
503,Junior Lott,Boston
504,Dina Palmer,Seattle
505,Ted Zimmerman,NewYork
506,Shelley Hartman,Houston
507,Sherry Workman,Austin
508,Elvin Stanley,Seattle
509,Eva Bishop,Houston
510,Lynda Ross,NewYork
511,Carlo Cochran,SanDiego
512,Juana Cannon,Houston
513,Glen Graham,NewJersey
514,Brett Barton,SanJose
515,Gabriel Vang,Seattle
516,Clark Cummings,Boston
517,Eugene Daniels,Dallas
518,Brenda Aguirre,Philadelphia
519,Angelique Figueroa,Dallas
520,Frank Boone,NewJersey
521,Randy Rodgers,NewYork
522,Dewey Henry,Phoenix
523,Jeremy Puckett,SanJose
524,Kory Crawford,NewJersey
525,Neva Aguirre,Austin
526,Tonia Campos,Boston
527,Dion Sampson,SanJose
528,Solomon Hickman,Houston
529,Stewart Nelson,SanJose
530,Jennie Rogers,Phoenix
531,Edna Newton,NewYork
532,Matilda Skinner,Austin
533,Ann Ramirez,SanDiego
534,Refugio Cleveland,Austin
535,Joseph Lindsay,Boston
536,Beverly Gould,SanDiego
537,Domingo Potter,NewYork
538,Tania Mcneil,SanAntonio
539,Dixie Villarreal,Boston
540,Rod Stafford,Seattle
541,Jan Larson,NewJersey
542,Juliana Wiley,Chicago
543,Franklin Wynn,Seattle
544,Mildred Carson,NewJersey
545,Ricky Osborn,NewYork
546,Darcy Brennan,SanJose
547,Anderson Morton,SanDiego
548,Leann Carrillo,Austin
549,Adriana Russell,LosAngeles
550,Ernesto Allen,Philadelphia
551,Mitzi Lyons,NewYork
552,Debra Santana,Phoenix
553,Jeffry Webb,Austin
554,Philip Charles,LosAngeles
555,Leonor Riddle,Seattle
556,Kara Strickland,Houston
557,Kate Ryan,Seattle
558,Blanche Davidson,SanJose
559,Marietta Stafford,Phoenix
560,Kristy Gardner,Austin
561,Iris Romero,SanDiego
562,Christian Brown,NewYork
563,Harry Duffy,NewYork
564,Marlon Weber,Houston
565,Letitia Hooper,SanJose
566,Ted Schroeder,Houston
567,Letitia Hatfield,SanAntonio
568,Rowena Stark,Austin
569,Erica Russo,Chicago
570,Carlene Nielsen,SanDiego
571,Monte Scott,Houston
572,Bertha Chang,Philadelphia
573,Thaddeus Hewitt,SanJose
574,Horacio Garza,Seattle
575,John Haynes,Boston
576,Kris Ortiz,NewYork
577,Jeanette Peterson,Philadelphia
578,Devin Morton,SanDiego
579,Irving Barber,Austin
580,Tad Wooten,Chicago
581,Silvia Trujillo,Seattle
582,Ashley Jones,SanAntonio
583,Jerome Hammond,Houston
584,Clarissa Howard,Dallas
585,Raul Cooley,Seattle
586,Lindsey Baxter,Houston
587,Amado Sharp,NewJersey
588,Amos Summers,NewYork
589,Adrian Booker,LosAngeles
590,Gilberto Hood,Seattle
591,Maude Howell,Boston
592,Eugenio Gonzalez,Dallas
593,Kyle Hopkins,NewYork
594,Evangelina Marks,Phoenix
595,Kevin Simmons,Chicago
596,Rowena Long,LosAngeles
597,Kitty Salas,SanJose
598,Sonny Glenn,NewJersey
599,Ian Fry,NewJersey
600,Royal Duffy,SanAntonio
601,Woodrow Cunningham,Seattle
602,Shawn Small,Phoenix
603,Grant Booker,LosAngeles
604,Trisha Chan,Boston
605,Mae Ortiz,Philadelphia
606,Olen Beach,SanAntonio
607,Terry Herrera,Philadelphia
608,Hope Osborn,LosAngeles
609,Roxie Bradford,LosAngeles
610,Oliver Potter,Austin
611,Gustavo Madden,Chicago
612,Maria Salazar,NewYork
613,Jackson Mcmillan,NewYork
614,Eliza Thomas,SanJose
615,Marcos Chang,Houston
616,Tabatha Alston,Houston
617,Dianna Morse,Austin
618,Madelyn Mann,SanAntonio
619,Saul Tate,SanDiego
620,Teresa Carroll,LosAngeles
621,Davis Whitehead,SanAntonio
622,Estelle Carver,Chicago
623,Emerson Nicholson,NewYork
624,Fern Norris,Houston
625,Darrel Boyle,Austin
626,Marcel Pittman,Philadelphia
627,Ericka Lara,Phoenix
628,Kathleen Fitzgerald,Seattle
629,Daphne Nunez,LosAngeles
630,Denise Barker,Phoenix
631,Tessa Baker,SanJose
632,Luciano Summers,Austin
633,Dolly Brewer,SanDiego
634,Mitch Lowery,Houston
635,Lloyd Moon,SanDiego
636,Adrian Anthony,SanAntonio
637,Anderson Holloway,Boston
638,Georgina Henry,SanDiego
639,Hazel Whitfield,Houston
640,Gary Blair,SanDiego
641,Chase Le,Dallas
642,Robt Spencer,SanDiego
643,Bobbi Harrington,Boston
644,Josef Forbes,Philadelphia
645,Jonas Villarreal,Seattle
646,Leslie Becker,SanDiego
647,Hal Maynard,Phoenix
648,Mickey Barker,Chicago
649,Carol Hester,Austin
650,Earline Mcfarland,Dallas
651,Christopher Bright,NewJersey
652,Estela Marsh,NewJersey
653,Laurence Crosby,Philadelphia
654,Adan Head,NewYork
655,Levi Weaver,SanAntonio
656,Hugo Jennings,SanAntonio
657,Lorna Leblanc,Seattle
658,Randall Trevino,Austin
659,Danny Sanford,Seattle
660,Sophie Ryan,Dallas
661,Collin Beard,Phoenix
662,Ferdinand Baird,Chicago
663,Delmer Peck,LosAngeles
664,Edna Allison,Phoenix
665,Kent Shaffer,LosAngeles
666,Marion Johns,Austin
667,Vera Blevins,SanAntonio
668,Jocelyn Thornton,Houston
669,Ester Hicks,Seattle
670,Roxanne Travis,Phoenix
671,Forrest Johnson,SanDiego
672,Gavin Rosario,Phoenix
673,Reba Wong,Boston
674,Brittney Golden,NewYork
675,Stacy Hess,Houston
676,Stephen Stanton,Houston
677,Annabelle Perry,NewYork
678,Alta Gordon,Austin
679,Nell Barr,Austin
680,Orval Mercer,Houston
681,Angela Mckenzie,SanJose
682,Ada Holt,NewJersey
683,Doyle Mcguire,Seattle
684,Arthur Dominguez,LosAngeles
685,Mauricio Wall,Philadelphia
686,Alberta Mcdaniel,NewYork
687,Carla Velazquez,Chicago
688,Hans Maynard,NewYork
689,Anthony Branch,Austin
690,Charlotte Singleton,Seattle
691,Harley Coffey,NewYork
692,Beverly Ware,Philadelphia
693,Latisha Holt,Dallas
694,Stephanie Ball,Phoenix
695,Marcel Guerrero,SanDiego
696,Marquis Garrison,SanAntonio
697,Robin Sargent,Austin
698,Emil Ferrell,Dallas
699,Timmy Russo,Seattle
700,Adrienne Hutchinson,Houston
701,Madge Robbins,Dallas
702,Johnny Daniels,Chicago
703,Josiah Roth,NewJersey
704,Ida Sandoval,NewJersey
705,Lori Hurst,Phoenix
706,Patsy Small,NewJersey
707,Mauricio Kinney,Boston
708,Elliot Hubbard,Boston
709,Timothy Haley,SanJose
710,Doris Hamilton,SanJose
711,Susanna Newman,Philadelphia
712,Kelly Larsen,Austin
713,Lilly Stein,NewJersey
714,Sarah Trevino,Chicago
715,Lana Buck,SanJose
716,Ruby Mcdonald,Austin
717,Kathrine Blackburn,SanAntonio
718,Randy Mack,Austin
719,Garry Sweeney,Chicago
720,Julio Maddox,Chicago
721,Manuel Fulton,Seattle
722,Charley Scott,SanJose
723,Rex Buckley,Phoenix
724,Paulette Robinson,SanDiego
725,Terrence Adkins,Austin
726,Mariana Wolf,Houston
727,Martin Dominguez,NewJersey
728,Cheryl David,SanDiego
729,Ariel Ray,Seattle
730,Maggie Payne,Phoenix
731,Suzette Bradford,LosAngeles
732,Zelma Sparks,SanAntonio
733,Harvey Fernandez,Phoenix
734,Raul Morin,SanDiego
735,Freida Gates,Boston
736,Dee Mason,NewYork
737,Sonya Shepard,Houston
738,Trenton Hoover,Boston
739,Kendrick Lang,NewJersey
740,Meredith Stout,Austin
741,Aline Weaver,Dallas
742,Christina Pickett,SanDiego
743,Shelton Gonzalez,Phoenix
744,Zachary Lucas,NewYork
745,Daphne Frazier,Dallas
746,Paige Reeves,Houston
747,Owen Diaz,NewJersey
748,Deana Barrera,Seattle
749,Chris Hardin,Houston
750,Daphne Ashley,SanAntonio
751,Eddie Black,Philadelphia
752,Gerry Morrow,Chicago
753,Clyde Roberts,SanJose
754,Prince English,Austin
755,Pat Pearson,SanJose
756,Ahmad Moore,Austin
757,Anibal Dotson,NewYork
758,Stacey Graves,Chicago
759,Cruz Skinner,Phoenix
760,Aida Ray,LosAngeles
761,Alison Holland,SanAntonio
762,Miles Moss,Dallas
763,Estella Skinner,Phoenix
764,Trevor Campos,SanJose
765,James Johnston,Dallas
766,Corinne Morrison,NewYork
767,Joann Lloyd,Austin
768,Georgette West,Houston
769,Tia Williams,Houston
770,Hans Curry,Philadelphia
771,Christina Sosa,Austin
772,Homer Davis,SanDiego
773,Hugo Wyatt,Dallas
774,Darlene Davidson,Boston
775,Kasey Hendrix,SanAntonio
776,Randy Beasley,LosAngeles
777,Deanne Rice,NewYork
778,Ellen Reyes,Austin
779,Cleveland George,SanDiego
780,Valeria Reynolds,SanJose
781,Francis Hull,Houston
782,Manuela Hughes,Austin
783,Sharon Vinson,Boston
784,Mariana Elliott,NewYork
785,Deirdre Thompson,Chicago
786,Renee Marks,LosAngeles
787,Levi Larson,LosAngeles
788,Bryce Lynch,NewYork
789,Ruby Jennings,Austin
790,Terrence Hancock,NewYork
791,Tania Wheeler,SanJose
792,Deann Rowland,NewYork
793,Noemi Newman,Dallas
794,Stephan Carrillo,Boston
795,Kellie Mcintosh,LosAngeles
796,Julian Hickman,Dallas
797,Adam Hansen,Houston
798,Ila Nielsen,NewYork
799,John Burch,Chicago
800,Christie Vega,NewYork
801,Houston Pruitt,Chicago
802,Mel Alexander,Austin
803,Maurice Case,SanAntonio
804,Katy Sandoval,LosAngeles
805,Francisca Solis,Seattle
806,Brooks Ayers,Chicago
807,Wilfred Alvarez,Philadelphia
808,Jefferey Bowman,NewYork
809,Beulah Sweeney,SanAntonio
810,Beth Bird,Austin
811,Cecilia Gibbs,Phoenix
812,Ken Aguirre,Austin
813,Sharon Moon,Phoenix
814,Helene Stephens,LosAngeles
815,Candice Wade,Houston
816,Merle Le,NewYork
817,Jeffry Banks,Dallas
818,Cathryn Ramsey,Houston
819,Alberta Mack,SanAntonio
820,Marian Roth,Dallas
821,Corina Charles,Chicago
822,Efrain Cain,Boston
823,Sadie Franks,Chicago
824,Mario Guerrero,Austin
825,Sue Matthews,Austin
826,Mervin Burt,Seattle
827,Becky Winters,Dallas
828,Hollis Rollins,Houston
829,Mary Fields,Seattle
830,Cora Brady,Philadelphia
831,Addie Mccarthy,NewYork
832,Becky Nolan,Dallas
833,Jose Holden,SanDiego
834,Theresa House,SanDiego
835,Milton Johnson,NewYork
836,Julianne Mckinney,Austin
837,Matthew Barber,Dallas
838,Willard Mercer,LosAngeles
839,Latasha Palmer,SanDiego
840,Felix Ashley,Austin
841,Ashley Eaton,SanAntonio
842,Shauna Hardin,NewJersey
843,Carey Cohen,Seattle
844,Darin Mcgee,NewYork
845,Sonja Scott,Seattle
846,Rene Lopez,SanAntonio
847,Valentin Becker,Boston
848,Letitia Bentley,SanDiego
849,Sharlene Adams,NewJersey
850,Wilma Pickett,SanAntonio
851,Orlando Neal,Phoenix
852,Marcelino Kelley,Seattle
853,Vicky Horn,Philadelphia
854,Angelique Clark,Seattle
855,Emile Bryant,Phoenix
856,Taylor Norris,SanJose
857,Kirsten Hodges,Boston
858,Dorian Gilliam,Houston
859,Josue Boyer,Philadelphia
860,Pierre Watkins,Philadelphia
861,Luis Bray,NewJersey
862,Jules Burt,Boston
863,Blanche Grant,Dallas
864,Adam Barnes,SanAntonio
865,Cliff Cannon,Houston
866,Alton Deleon,SanAntonio
867,Sonja Singleton,NewYork
868,Willis Richards,NewYork
869,Lizzie Cherry,SanDiego
870,Annmarie Underwood,SanAntonio
871,Adan Crane,SanDiego
872,Dylan Haynes,SanJose
873,Loren Bradley,SanAntonio
874,Young Lang,Seattle
875,Dante Hamilton,Dallas
876,Kristine Crane,Philadelphia
877,Curt Hawkins,SanDiego
878,Elinor Bradford,Boston
879,Noreen George,Phoenix
880,Reid Kirkland,Phoenix
881,Olga Rodgers,SanDiego
882,Myles Wolf,Philadelphia
883,Kerri Fry,SanJose
